ID,Comments,raw text,emojis
1655,alright will be considered 🙆🏻‍♀️,alright will be considered ‍♀️,"['🙆', '🏻']"
1656,i love thisss 🤗 i'm so proud of youu,i love thisss  i'm so proud of youu,['🤗']
1657,i was born early 94’ so i know i wasn’t conceived there at least 😂🤷🏾‍♂️ my mother was there tho lmaooo,i was born early 94’ so i know i wasn’t conceived there at least ‍♂️ my mother was there tho lmaooo,"['😂', '🤷', '🏾']"
1658,"like i assure you guys, once you start the video its gonna be fine you can look up from your phones 🥴 it might not be in focus all the time but in the 1st row nothings blocking the view so that shouldnt be a problem either","like i assure you guys, once you start the video its gonna be fine you can look up from your phones  it might not be in focus all the time but in the 1st row nothings blocking the view so that shouldnt be a problem either",['🥴']
1659,"this look is really wow🫠 
his beautiful blond hair with the colorful beads. blond is his natural hair color nobody can change my mind","this look is really wow 
his beautiful blond hair with the colorful beads. blond is his natural hair color nobody can change my mind",['\U0001fae0']
1660,that drunk spiderman was down but never out.😂👍,that drunk spiderman was down but never out.,"['😂', '👍']"
1661,the one in the gif is his bf👀👀,the one in the gif is his bf,"['👀', '👀']"
1662,"so after going for the non-customers 
she shits on her regulars? 

that's like a steakhouse going vegan then telling meat eaters they are cavemen and gtfo 🤡🌎","so after going for the non-customers 
she shits on her regulars? 

that's like a steakhouse going vegan then telling meat eaters they are cavemen and gtfo ","['🤡', '🌎']"
1663,"yes, petrol bombs are not sold in shops 😡 the young idiots arrested will have criminal records whilst the organiser's are sitting pretty! lyra mc kee's partner  family having too watch this 💔","yes, petrol bombs are not sold in shops  the young idiots arrested will have criminal records whilst the organiser's are sitting pretty! lyra mc kee's partner &amp; family having too watch this ","['😡', '💔']"
1664,"whoever write this i need to give you a kiss and a hug cus this was so so good, porn was perfect but the emotional part of the characters and the way they got together, their dynamic was so interesting and i loved it so much, 💗!!!","whoever write this i need to give you a kiss and a hug cus this was so so good, porn was perfect but the emotional part of the characters and the way they got together, their dynamic was so interesting and i loved it so much, !!!",['💗']
1665,bon appétit! enjoy the song🍳 | recipe for golden hour  via,bon appétit! enjoy the song | recipe for golden hour  via,['🍳']
1666,this 😭😭😭 like if you really think they appreciate just blank faces and doing nothing just texting back and forth furing a concert....do i have some news for you,this  like if you really think they appreciate just blank faces and doing nothing just texting back and forth furing a concert....do i have some news for you,"['😭', '😭', '😭']"
1667,"#mark_goldenhour streaming chain 🍳

🔗

tags.    (sorry for random tag)

golden hour out now
#마크가_말아주는_골든아워
#goldenhourwithmark","#mark_goldenhour streaming chain 



tags.    (sorry for random tag)

golden hour out now
#마크가_말아주는_골든아워
#goldenhourwithmark","['🍳', '🔗']"
1668,cheers to a successful hunt! 🍷👏,cheers to a successful hunt! ,"['🍷', '👏']"
1669,"kante and rice as defensive midfielders, and enzo is in front of them dictating the play

we will cook 🧑‍🍳","kante and rice as defensive midfielders, and enzo is in front of them dictating the play

we will cook ‍","['🧑', '🍳']"
1670,"man, i didn't want to laugh at that, but i'm not going to lie. i did 😏","man, i didn't want to laugh at that, but i'm not going to lie. i did ",['😏']
1671,nah that  everyone is showing  davido love cuz of ifeanyi and chioma and nobody is claiming he's the  most  hated artiste ohhhh!  hope when tables turn make  we no hear  say the industry vs  cuz his father is rich tomorrow. no offense 📌,nah that  everyone is showing  davido love cuz of ifeanyi and chioma and nobody is claiming he's the  most  hated artiste ohhhh!  hope when tables turn make  we no hear  say the industry vs  cuz his father is rich tomorrow. no offense ,['📌']
1672,#newprofilepic gonna sport this bull shit and try to get cancelled 👨‍🍳,#newprofilepic gonna sport this bull shit and try to get cancelled ‍,"['👨', '🍳']"
1673,and now straight to the rest of the tour until 20th may and then continue with 127 festival schedule 😭😭 mark u deserve to sleep,and now straight to the rest of the tour until 20th may and then continue with 127 festival schedule  mark u deserve to sleep,"['😭', '😭']"
1674,sounds like rnb and i'm seated 🫶🏻,sounds like rnb and i'm seated 🫶,['🏻']
1675,"same thing happened to me, i said sorry to the girl i felt so bad, but she told me it's okay we are at a concert after all, but damn 😭 literally the reason why i could barely do anything is the people standing still and filming the entire concert in front of me 😭","same thing happened to me, i said sorry to the girl i felt so bad, but she told me it's okay we are at a concert after all, but damn  literally the reason why i could barely do anything is the people standing still and filming the entire concert in front of me ","['😭', '😭']"
1676,these labels are really telling people to mix like me based off a mix that's not even my best mix 🤦🏽‍♂️,these labels are really telling people to mix like me based off a mix that's not even my best mix ‍♂️,"['🤦', '🏽']"
1677,shoot day😎 event planner don give me chilled  cocktail drink i go deliver pictures on time 😁,shoot day event planner don give me chilled  cocktail drink i go deliver pictures on time ,"['😎', '😁']"
1678,you made a wise decision.😂😂,you made a wise decision.,"['😂', '😂']"
1679,happy birthday to one of the 🐐,happy birthday to one of the ,['🐐']
1680,mate i have questioned this one 😂😂😂,mate i have questioned this one ,"['😂', '😂', '😂']"
1681,"#mark_goldenhour streaming chain🍳

🔗 

if you see this tweet 
qrt with your proof‼️

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","#mark_goldenhour streaming chain

 

if you see this tweet 
qrt with your proof‼️

golden hour out now
#마크가_말아주는_골든아워
#mark_goldenhour #mark","['🍳', '🔗']"
1682,"rules for thee but not for me 
i think he means that 🤡🌎","rules for thee but not for me 
i think he means that ","['🤡', '🌎']"
1683,cheers to that! 🍷🎉,cheers to that! ,"['🍷', '🎉']"
1684,wkwkjsh im sorry for laughing 😭,wkwkjsh im sorry for laughing ,['😭']
1685,she be saying this every other day…🙄,she be saying this every other day…,['🙄']
1686,it's nice in the shade 😎,it's nice in the shade ,['😎']
1687,so smart i love this 😭 real drmzens go!!,so smart i love this  real drmzens go!!,['😭']
1688,give it a few weeks you guys will be back towards the bottom 🤣,give it a few weeks you guys will be back towards the bottom ,['🤣']
1689,idk it's either a teaser for mv or k-melodrama😳,idk it's either a teaser for mv or k-melodrama,['😳']
1690,"i've done more research than ive done in my entire life on this project😂, understudied the competitors, empathized with the people i'm solving for and i cant wait to see the experience i craft for my users when i finish this project☺️

da vinci in the kitchennn 👩‍🍳","i've done more research than ive done in my entire life on this project, understudied the competitors, empathized with the people i'm solving for and i cant wait to see the experience i craft for my users when i finish this project☺️

da vinci in the kitchennn ‍","['😂', '👩', '🍳']"
1691,"always remember that i'll always be with you. cuz i got you.

볼 때마다 넘 좋아 저 문장이....🥲
어떻게 이런 말을😭","always remember that i'll always be with you. cuz i got you.

볼 때마다 넘 좋아 저 문장이....
어떻게 이런 말을","['🥲', '😭']"
1692,markfs took 3 day to give him 2 million views and they still want a solo album??? 😭😭😭,markfs took 3 day to give him 2 million views and they still want a solo album??? ,"['😭', '😭', '😭']"
1693,i’ve just eaten the best over easy eggs with toast i’ve ever had! i usually skip breakfast but i felt the need to do a little cooking. i should eat eggs with every meal! 🍳 😋,i’ve just eaten the best over easy eggs with toast i’ve ever had! i usually skip breakfast but i felt the need to do a little cooking. i should eat eggs with every meal!  ,"['🍳', '😋']"
1694,im losing my mind i love ur brain keith thank you for feeding me👁️🫦👁️ im gonna be thinking about this for the rest of the night instead of studying for my quiz tom,im losing my mind i love ur brain keith thank you for feeding me️️ im gonna be thinking about this for the rest of the night instead of studying for my quiz tom,"['👁', '\U0001fae6', '👁']"
1695,he is such a great actor 🥹🫶,he is such a great actor 🫶,['\U0001f979']
1696,"first impression: lovely and friendly!! 
your nickname in my head: mali 🫡 
do i like you: yesyes 😝😝😝
you’re my: moot, friend 😌 
- i would huggggg uuuu 😍
date or pass: 🫡 pass
should you post this too: if u want to!!!!","first impression: lovely and friendly!! 
your nickname in my head: mali  
do i like you: yesyes 
you’re my: moot, friend  
- i would huggggg uuuu 
date or pass:  pass
should you post this too: if u want to!!!!","['\U0001fae1', '😝', '😝', '😝', '😌', '😍', '\U0001fae1']"
1697,true true but when i tell it was giving like ppl ain’t wanna be there… like no smiles or nothing 😭 it was almost like they were singing to a brick wall,true true but when i tell it was giving like ppl ain’t wanna be there… like no smiles or nothing  it was almost like they were singing to a brick wall,['😭']
1698,you might want to add the solana phone 😁,you might want to add the solana phone ,['😁']
1699,"minecraft: we're gonna let y'all cook. 🧑‍🍳

gather, cook, and eat your way through minecraft with the minecraft: gather, cook, eat! official cookbook! recipes include suspicious stew, buried treasure pie, and more.

 …","minecraft: we're gonna let y'all cook. ‍

gather, cook, and eat your way through minecraft with the minecraft: gather, cook, eat! official cookbook! recipes include suspicious stew, buried treasure pie, and more.

 …","['🧑', '🍳']"
1700,the way haechan and mark don't participate in nct dream commercials 😭,the way haechan and mark don't participate in nct dream commercials ,['😭']
1701,"the cutest  the purest! 😊

#netizensreport #justindedios  for most handsome man alive
#mhma2023 #mhma2023justindedios 
 

 #sb19  #sb19_justin","the cutest &amp; the purest! 

#netizensreport #justindedios  for most handsome man alive
#mhma2023 #mhma2023justindedios 
 

 #sb19  #sb19_justin",['😊']
1702,he really has a bad relationship with eggs i cannot 😭,he really has a bad relationship with eggs i cannot ,['😭']
1703,the niki fs2 pfp infection is confusing dw 😭😭,the niki fs2 pfp infection is confusing dw ,"['😭', '😭']"
